INSTITUTE_NAME,Latitude,Longitude,Unnamed: 3
SUBIDPUR ISLAMIA HASANIA ALIM MADRASAH,23.6961646,90.4383999,✅ Valid
BHERONBARIA SENIOR MADRASAH,24.7586734,89.4808048,✅ Valid
HAYBATPUR TOWKATI DHAKHIL MADRASA,22.657633,90.1957252,✅ Valid
DAHIN KHOWKHIR MEHEDIA DAKHIL MADRASA,23.3034029,90.7345001,✅ Valid
MAGAR SALEHIA DAKHIL MADRASA,22.65959,90.2834624,✅ Valid
SARMAHAL HASEMIA MOZAHEDIA DAKHIL MADRASA,22.9973091,90.2215863,✅ Valid
SURJAPASHA SALEHIA DAKHIL MADRASA,23.730585,90.4716035,✅ Valid
GOCHRA ISLAMIA HOSSAINIA DAKHIL MADRASA,23.6621416,90.4980166,✅ Valid
NORTH JURAKATI AZIZIA  DAKHIL MADRASA,22.6429395,90.3328538,✅ Valid
CHARAMTOLI SALEHIA SINIOR MADRASAH,22.657633,90.1957252,✅ Valid
WEST KAYA AHAMMADIA DAKHIL MADRASA,22.6068951,90.3618452,✅ Valid
DEBRA MOHMMADIA ALIM MADRASAH,22.6411383,90.1987003,✅ Valid
TIMIRKATI FATEMIA AZIZIA GIRLS DAKHIL MADRASAH,22.6429395,90.3328538,✅ Valid
ANURAG GOWRIPASHA AL-HASAN DAKHIL MADRASAH,23.8424162,90.8783605,✅ Valid
NANGULI MALIPUR NEJAMIA DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
RANAPASHA HOSAINA HAMIDA DAKHIL MADRASA,22.6360312,90.2653394,✅ Valid
KULKATI SHAHIDIA BAHUMUKHI DAKHIL MADRASAH,23.8545855,90.537573,✅ Valid
SAILABUNIA Z.A.BHUTTO GIRLS DAKHIL MADRASA,22.5261929,90.2199344,✅ Valid
GOPALPUR DARUL DAKHIL MADRASAH,23.2496492,91.1454977,✅ Valid
TALTALA BAHADURPUR DAKHIL MADRASA,22.5664395,90.2607157,✅ Valid
ABDUL AZIZ DAKHIL MADRASA,22.5910701,90.2920456,✅ Valid
HAZRAT AYSHA SIDDIKA RA MOHILA MADRASA,22.6360312,90.2653394,✅ Valid
NALCHITY GOVT. DEGREE COLLEGE,22.6362108,90.2691083,✅ Valid
Z.A BHUTTO DEGREE COLLEGE,22.5957826,90.2807868,✅ Valid
DAPDAPIA UNION DEGREE COLLEGE,22.6225816,90.3368053,✅ Valid
EAST KANUDASKATI ADARSHA JUNIOR HIGH SCHOOL,22.639421,90.1984649,✅ Valid
PANCHAGRAM ADARSHA SECONDARY SCHOOL,22.6122141,90.2585582,✅ Valid
WEST FULHAR SECONDARY SCHOOL,22.7903978,90.0828211,✅ Valid
BATHKATI ADAKHOLA A. S. H. GIRLS JUNIOR HIGH SCHOOL,22.7013657,90.3659129,✅ Valid
RAJAPUR PILOT GOVT. GIRLS HIGH SCHOOL,22.5698205,90.1428913,✅ Valid
RAJAPUR PILOT HIGH SCHOOL,22.5707291,90.14182,✅ Valid
G.K. SECONDARY SCHOOL,22.5284635,90.1162464,✅ Valid
GALUA S.K. GIRLS SECONDARY SCHOOL,22.5162597,90.1079867,✅ Valid
NIZAMIA M.L. HIGH SCHOOL,23.8322089,90.6410685,✅ Valid
SATURIA M.M. HIGH  SCHOOL,22.5793206,90.0591697,✅ Valid
GALUA UNION SECONDARY SCHOOL,22.5158367,90.1080611,✅ Valid
S.W. KATHIPARA HIGH SCHOOL,23.2306433,90.9486223,✅ Valid
PUTIAKHALI ML HIGH SCHOOL,23.013924,90.9723759,✅ Valid
SREEMANTA KATHI M. L GIRLS HIGH SCHOOL,22.7013657,90.3659129,✅ Valid
BARAIYA SECONDARY SCHOOL,22.5007987,90.1889014,✅ Valid
CHARKEOTA SECONDARY SCHOOL,22.6011556,90.1200248,✅ Valid
PINGRI HIGH SCHOOL,22.6046541,90.1620544,✅ Valid
ANOWARA KHATUN GIRLS HIGH SCHOOL,22.7238933,90.2452835,✅ Valid
CHARAKHALI  M.L SECONDARY SCHOOL,22.5293896,90.1060202,✅ Valid
NORTH UTTAMPUR  HIGH SCHOOL,22.6160826,90.4452903,✅ Valid
HAJEE SYED AFSERUDDIN MEMORIAL SECONDARY SCHOOL,22.5202346,90.0805298,✅ Valid
YOUSUF ALI M.L. HIGH SCHOOL,22.5522339,90.1306012,✅ Valid
TARABUNIA RAMBADAK SECONDARY SCHOOL,22.3945003,90.0510511,✅ Valid
SONARGAON J.A.K. SECONDARY SCHOOL,22.5080171,90.1570803,✅ Valid
MATH BARI UNION HIGH SCHOOL,22.5569965,90.1878914,✅ Valid
MONOHAR PUR HIGH SCHOOL,23.3279903,90.9114596,✅ Valid
SANGOR ADARSHA HIGH SCHOOL,23.6642978,90.4997973,✅ Valid
BAMANKHAN PALLMANGAL MADHAMIC HIGH SCHOOL,22.6123516,90.1462723,✅ Valid
MATRI KALLAYAN GIRS'S SECONDARY SCHOOL,22.6377851,90.3406888,✅ Valid
BAGHRI GIRL'S HIGH SCHOOL,22.5919459,90.1564843,✅ Valid
KANUNIA JUNIOR GIRLS HIGH SCHOOL,22.7013657,90.3659129,✅ Valid
S.G.S HIGH SCHOOL AUKHIRA,22.7135746,90.2612966,✅ Valid
KHANUDASKATHI NALBUNIA SECONDARY SCHOOL,22.5691306,90.1425133,✅ Valid
AFAZ UDDIN GIRLS HIGH SCHOOL,23.6358604,90.4453506,✅ Valid
ANGARIA SECONDARY SCHOOL,23.1917187,90.3260064,✅ Valid
"M,S, ALAM SECONDARY SCHOOL",22.5397627,90.1809994,✅ Valid
UTTAMPUR ABDUL MALEK GIRLS HIGH SCHOOL,22.5366695,90.170143,✅ Valid
ANGARIA PANCHAGRAM GIRLS SAMMILANI JR  HIGH SCHOOL,22.5542375,90.1473993,✅ Valid
BAROBAKPUR GIRL'S HIGH SCHOOL,22.5674337,90.1151086,✅ Valid
SHUKTAGOR SECONDARY SCHOOL,22.6402324,90.2025096,✅ Valid
PALOT JUNIOR GIRL'S SCHOOL,22.5007987,90.1889014,✅ Valid
BARIA GIRLS SECONDARY SCHOOL,22.5007987,90.1889014,✅ Valid
NIZAMIA JUNIOR GIRLS SCHOOL,23.4797563,91.0582223,✅ Valid
SOUTH BARAIA NASIMA KHATUN JR. HIGH SCHOOL,23.7064084,90.392074,✅ Valid
ADAKHOLA SECONDARY SCHOOL,22.5194947,90.1587451,✅ Valid
PASCHIM CHARAKALI HAMAZUDDIN MEMORIOL JR HIGH SCHOOL,23.6257887,90.520022,✅ Valid
MADDHYA   FULHAR  MUKTIJODDHA MOSLEM UDDIN HIGH SCHOOL,22.5409857,90.0980992,✅ Valid
MATH BARI  JUNIOR GIRL'S  SCHOOL,23.8868432,90.4827708,✅ Valid
SOUTH RAJAPUR F.M. GIRL'S HIGH SCHOOL,22.5698205,90.1428913,✅ Valid
RAZAPUR JUNIOR HIGH SCHOOL,22.5707826,90.1417373,✅ Valid
WEST BADURTALA JUNIOR HIGH SCHOOL,23.6673234,90.4953112,✅ Valid
P.M. JUNIOR GIRL'S HIGH SCHOOL,23.0483343,90.6566301,✅ Valid
TRIPOLLI GIRLS HIGH SCHOOL,22.596452,90.1213336,✅ Valid
PASHCHIM CHARAKHALI AZIZIA DAKHIL MADRASHA,22.6429395,90.3328538,✅ Valid
DAHARSANKAR HAILAKATI  IS. DHAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
PURBA KANU DAS KATI DAKHIL MADRASHA,22.6407231,90.1986968,✅ Valid
RAZAPUR FAZIL MADRASHA,22.5709077,90.1438271,✅ Valid
TARABUNIA WAHEDIA DAKHIL MADRASAH,22.5368584,90.0755045,✅ Valid
KEOTA GHIGORA FAZIL MADRASHA,22.6383046,90.1977298,✅ Valid
PUTIAKHALI DARUL ISLAM ALIM MADRASHA,22.5141958,90.1172097,✅ Valid
KANUDAS KHATI MAWLANA AB. ROB KAMIL MADRASAH,22.657633,90.1957252,✅ Valid
ANGARIA ALIM MADRASA,23.1766504,90.9224682,✅ Valid
BHATKATI ADAKHOLA DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
NARIKEL BARIA J. N. ALIM MADRASHA,22.657633,90.1957252,✅ Valid
EAST PUTIAKHALI DARUSSALAM FAZIL MADRASHA,22.6383046,90.1977298,✅ Valid
DAKHIN ANGARIA D. I. DAKHIL MADRASHA,22.6429395,90.3328538,✅ Valid
CHALLISH KAHO NIA UTTAMPUR DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
JALAL SHAHI ISLAMIA DAKHIL MADRASAH,23.6621416,90.4980166,✅ Valid
GALUA ISLAMIA DAKHIL MADRASHA,22.6383046,90.1977298,✅ Valid
BARAIA EMDADIA DAKHIL MADRASA,22.5022585,90.1819772,✅ Valid
ROLA NESARIA DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
JIBONDAS KATI N.A.S DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
NORTH PALOT NESARIA HAMIDIA DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
AL HAJ MUNSUR ALI DAKHIL MADRASAH,24.1248015,89.3736016,✅ Valid
SOUTHPUR  ALIM MADRASHA,22.657633,90.1957252,✅ Valid
EAST ANGARIA A. S. GIRLS DAKHIL MADRASHA,22.6429395,90.3328538,✅ Valid
UTTAR UTTAMPUR DAKHIL MADRASHA,23.8198992,90.4103079,✅ Valid
PALOT MOHAMMADIA DAKHIL MADRASHA,22.5047686,90.1874112,✅ Valid
LABUBANIA DARUSSUNNAT HASANIA DAKHIL MADRASHA,22.257178,89.2282744,✅ Valid
TARABUNIA AMENA KHATUN GIRLS DAKHIL MADRASAH,22.6429395,90.3328538,✅ Valid
N. W. LABUBUNIA H.T.I  DHAKIL MADRASHA,22.657633,90.1957252,✅ Valid
ISHAKABAD HOSSAINIA ALIM MADRASA,23.4796791,90.4083633,✅ Valid
NORTH TARABUNIA SIDDIKIA DAKHIL MADRASAH,22.657633,90.1957252,✅ Valid
SONARGAON ARUA HASINA DAKHIL MADRASHA,22.6360312,90.2653394,✅ Valid
MATHBARI MOHAMMADIA DAKHIL MADRASA,23.6900858,90.4383204,✅ Valid
OLAMAGONAJ ADAKHOLA DAKHIL MADRASHA,22.657633,90.1957252,✅ Valid
SATURIA RAHOMATIA DAKHIL MADRASHA,24.6784754,90.1026753,✅ Valid
BADURTOLA DAKHIL MADRASA,22.5869818,90.1846217,✅ Valid
ROLLA HALIMA KHATUN GIRL'S DAKHIL MADRASHA,22.7013657,90.3659129,✅ Valid
KATHIPARA  AHMADIA DARUSSUN ISLAMIA DAKIL MADRASA,23.0508236,90.8870336,✅ Valid
SOUTH TARABUNIA M. A. SOFIR UDDIN DAKHIL MADRASAH,23.211225,90.5161268,✅ Valid
ALHAJ LALMAN HAMID WOMEN COLLEGE,22.6411383,90.1987003,✅ Valid
GOVT. RAJAPUR DEGREE COLLEGE,22.5635524,90.1389438,✅ Valid
ABDUL MALEK COLLEGE,22.5361895,90.1700667,✅ Valid
BARAIY DEGREE COLLEGE,22.6411383,90.1987003,✅ Valid
BAZLUR RAHMAN FOUNDATION GIRLS SEMINARY,23.9286337,89.5228172,✅ Valid
BHARIPASHA HIGH SCHOOL,22.4753378,90.4824184,✅ Valid
HAZI PANCHAN ALI HIGH SCHOOL,22.5336891,90.4913026,✅ Valid
KALISURI S.A. INSTITUTION,22.5268879,90.5218067,✅ Valid
DASPARA UNION HIGH SCHOOL,22.577165,90.4893712,✅ Valid
BAUPHAL ADARSHA GIRLS HIGH SCOOL,22.4147737,90.5563031,✅ Valid
BAUPHAL GOVT. MODEL SECONDARY SCHOOL,22.4189907,90.5558405,✅ Valid
BIRPASHA SECONDARY SCHOOL,22.4753378,90.4824184,✅ Valid
NAZIRPUR CHOTO DALIMA HIGH SCHOOL,22.4241166,90.5718074,✅ Valid
KACHIPARA SECONDARY  SCHOOL,22.5037688,90.4655799,✅ Valid
KANAKDIA SIR SALIMULLAH SCHOOL AND COLLEGE,22.4601226,90.5116842,✅ Valid
BOGA UNION SECONDARY  SCHOOL,22.4263072,90.4638264,✅ Valid
KALAIYA HAYATUNNESA GIRLS HIGH SCHOOL,22.3607755,90.3468346,✅ Valid
DHULIA HIGHER SECONDARY SCHOOL AND COLLEGE,22.358831,90.3280074,✅ Valid
INDRAKUL SECONDARY SCHOOL,22.4849418,90.5209665,✅ Valid
KALAIYA HIGH SCHOOL,22.3811131,90.3371889,✅ Valid
MDDHABPUR NISHI KANTA HIGH SCHOOL,22.3780115,90.4550133,✅ Valid
KARKHANA HIGH SCHOOL,22.4817832,90.4469509,✅ Valid
SURJAMONI NEW MODEAL HIGH SCHOOL,22.4531767,90.5522035,✅ Valid
MODONPURA HIGH SCHOOL,22.4192529,90.5565138,✅ Valid
GAZI MAJHI HIGH SCHOOL,22.4847598,90.5461998,✅ Valid
KESHABPUR SECONDARY SCHOOL,22.5102833,90.545031,✅ Valid
BILBILASH HIGH SCHOOL,22.4147588,90.5260616,✅ Valid
NOWMALA HIGH SCHOOL,22.3739885,90.5064557,✅ Valid
RAMNAGAR SAFURA KHTUN SECONDARY  SCHOOL,22.4625701,90.5403612,✅ Valid
SITKA MOHSIN HIGH SCHOOL,22.508803,90.4991759,✅ Valid
CHANDKATI SECONDAY SCHOOL,22.3427767,90.3912625,✅ Valid
DHANIDI ADARSHA HIGH SCHOOL,23.7039176,90.4453541,✅ Valid
ABDUR RASHID SARDER HIGH SCHOOL,22.4264067,90.5304999,✅ Valid
MADHYA MADONPURA HIGH SCHOOL,22.4477142,90.5311524,✅ Valid
SHOULA KAPURKATI DURGACHARAN HIGH SCHOOL,22.3607755,90.3468346,✅ Valid
KANAKDIA GIRLS SECONDARY SCHOOL,22.4591496,90.5089912,✅ Valid
AGRANI  BIDYAPITH NURAINPUR,22.4724389,90.5580853,✅ Valid
AYLA SECONDARY SCHOOL,22.4553017,90.4676696,✅ Valid
SONAMADDIN MRIDHA SECONDARY SCHOOL,22.4345328,90.5106705,✅ Valid
ATOSHKHALI MAHASRADDI  SECONDARY HIGH SCHOOL,22.3470944,90.4555047,✅ Valid
SHABUPURA ADARSHA SECONDARY SCHOOL,22.4005776,90.4931756,✅ Valid
DASPARA KML HIGH SCHOOL,23.013924,90.9723759,✅ Valid
RAJAPUR HIGH SCHOOL,23.2146512,91.0349086,✅ Valid
V.D.C.SECONDARY SCHOOL,22.3759243,90.5348979,✅ Valid
CHAR ALGI HIGH SCHOOL,24.2577782,90.7385255,✅ Valid
"KARPUR KATI A, K , NIGHT JUNIOR SCHOOL",22.3578362,90.3452543,✅ Valid
KESHABPUR JUNIOR GIRLS  SCHOOL,22.3607755,90.3468346,✅ Valid
KARKHANA SUFIA KHATUN GIRLS HIGH SCHOOL,22.4661109,90.4497368,✅ Valid
ANAMUL HOQUE MAMUN JR SCHOOL,22.283838,90.368276,✅ Valid
BAMNIKATI K.C.K. SECONDARY   SCHOOL,22.4101536,90.4364389,✅ Valid
MOMINPUR ADDERSHA JUNIOR SECONDARY SCHOOL,22.4753378,90.4824184,✅ Valid
HAZERA TALUKDER SECONDARY GIRLS SCHOOL,22.5226756,90.5180995,✅ Valid
A .S. M FEROZE  HIGH SCHOOL,22.3619306,90.3438287,✅ Valid
S.M. FARIDUDDIN JUNIOR SCHOOL,22.3619306,90.3438287,✅ Valid
ANARKALI SECONDARY SCHOOL,22.2248632,90.4547503,✅ Valid
DAKHIN HOWKHALI  JU HIGH SCHOOL,22.3619306,90.3438287,✅ Valid
CHOTO DALIMA ABDUS SALAM MRIDHA  HIGH SCHOOL,22.4123638,90.5734023,✅ Valid
BOGA UNION JUNIOR GIRLS SCHOOL,22.4263072,90.4638264,✅ Valid
ASHURIR HAT JUNIOR SCHOOL,22.8652831,91.3221151,✅ Valid
BAUFAL SALEHIA FAZIL MADRASHA,22.4171754,90.5585459,✅ Valid
BILBILASH NESARIA FAZIL MADRASHA,22.4263766,90.5297078,✅ Valid
BAZEMAHAL OBAIDIA FAZIL MADRASHA,22.3649255,90.345096,✅ Valid
KALAIYA  RABBANIA KAMIL MADRASHA,22.3649255,90.345096,✅ Valid
NURAINPUR NESARIA FAZIL MADRASHA,22.363074,90.3421476,✅ Valid
UTTAR KANAKDIA ALIM MADRASAH,22.3650436,90.4699572,✅ Valid
GULBAG ALIM MADRASAH,22.4983716,90.5359801,✅ Valid
CHAR AL GI DKHIL MADRASHA,22.3649255,90.345096,✅ Valid
MOHSEN UDDIN NURIA FAZIL MADRASHA,22.2530256,90.3019281,✅ Valid
PONAHURA ISLAMIA NESARIA SENIOR MADRASHA,22.5186486,90.5027881,✅ Valid
KARKHANA DARUL ISLAM ALIM MADRASHA,22.3585745,90.3229688,✅ Valid
NURAIN PASA DAKHIL MADRASHA,22.4572138,90.4770979,✅ Valid
BASHARABAD(CHABUA) SALEHIA ALIM MADRASA,22.3650436,90.4699572,✅ Valid
WEST NOWMALA NESARIA ALIM MADRASHA,22.3720222,90.5041393,✅ Valid
SULTANABAD ISLAMIA DAKHIL MADRASHA,22.3928501,90.3392473,✅ Valid
DWIPASHA ISLAMIA DAKHIL MADRASHA,22.3928501,90.3392473,✅ Valid
TALTOLI BHARIPASHA I. DAKHIL MADRASHA,22.4355576,90.5036864,✅ Valid
PURBO SANESSWOR SAHAVANO BALIKA DAKHIL MADRASHA,22.416615,90.5585083,✅ Valid
RAJAPUR SALEHIA DAKHIL MADRASHA,22.4863398,90.5008331,✅ Valid
PURBA KACHIPARA D.S.DAKHIL MADRASHA,22.3650436,90.4699572,✅ Valid
KARPURKATI  MANSURIA  DAKHIL  MADRASHA,24.5098822,90.2869417,✅ Valid
RAMNAGAR  TATERKATI  SALEHIA  DAKHIL  MADRASHA,22.6429395,90.3328538,✅ Valid
GOSINGA RASHIDIA DAKHIL MADRASHA,22.4257102,90.5163637,✅ Valid
KOTPAR SALEHIA DAKHIL MADRASHA,22.5240437,90.0119708,✅ Valid
BILBILASH WALIPURA SALEHIA DAKHIL MADRASHA,22.5186486,90.5027881,✅ Valid
PATILAPARA GIRLS DAKHIL MADRASAH,22.3607755,90.3468346,✅ Valid
PURBO DASPARA NESARIA DAKHIL MADRASHA,22.3991468,90.5743228,✅ Valid
UTTAR KARPURKATI IDRISIA DAKHIL MADRASHA,22.1493539,90.331852,✅ Valid
UTTAR MADANPURA ISLAMIA DAKHIL MADRASHA,22.2248632,90.4547503,✅ Valid
SHINGHERAKATI QURAN SUNNAH DAKHIL MADRASHA,22.5269944,90.4820788,✅ Valid
GOSINGA SALEHIA MAHILA DAKHIL MADRASHA,22.4126082,90.2186041,✅ Valid
SOUTH HOSNABAD GIRLS DAKHIL MADRASHA,22.4797199,90.5090605,✅ Valid
CHAY HISSA GIRLS DAKHIL MADRASHA,23.7061584,90.4288397,✅ Valid
WEST KALISURI GIRLS DAKHIL MADRASAH,22.5160012,90.5087009,✅ Valid
SHINGHRAKATI GIRLS DAKHIL MADRASHA,24.3868029,90.5345819,✅ Valid
ZAKERABAD SUFI NUR MUHAMMAD SIDDIKI DAKHIL MADRASHA,22.2248632,90.4547503,✅ Valid
INDRAKUL AKBARIA ALIM MADRASAH,22.3650436,90.4699572,✅ Valid
CHANDKATI J.N. ISLAMIA DHAKIL MADRASHA,22.9218037,90.8702749,✅ Valid
PURBO ADABARIA D.S. ALIM MADRASHA,22.3650436,90.4699572,✅ Valid
EAST NOWMALA SALEHIA DAKHIL MADRASAH,22.4126082,90.2186041,✅ Valid
RAHMAT NAGAR ISLAMIA DAKHIL MADRASHA,23.7061584,90.4288397,✅ Valid
PASCHIM KACHIPARA DAKHIL MADRASHA,22.4182961,90.2671244,✅ Valid
DHULIA ABDUR RAHMAN SARDER GIRL'S DHAKIL MADRASHA,24.5337034,88.8988475,✅ Valid
INDRAKUL BALIKA DAKHIL MADRASHA,22.3019375,90.1511875,✅ Valid
RAZAPUR GIRLS DAKHIL MADRASHA,22.4797199,90.5090605,✅ Valid
BAGA UNION DARUSSUNNAT DAKHIL MADRASHA,22.358831,90.3280074,✅ Valid
UTTAR DASPARA DAKHIL MADRASHA,22.1493539,90.331852,✅ Valid
DHULIA DHAKIL MADRASHA,22.3552099,90.3749041,✅ Valid
PURBA CHADKATI D.S. DAKHIL MADRASAH,22.2670808,90.2981634,✅ Valid
K.S.B RABEA BASRI DAKHIL MADRASHA,22.2248632,90.4547503,✅ Valid
KESHABPUR FOZLUL HAQUE ALIM MADRASHA,22.8945263,89.2291385,✅ Valid
MAYDHYA NOWMALA SALEHIA DAKHIL MADRASHA,22.4126082,90.2186041,✅ Valid
BHARIPASHA SYED MURTUZZA DAKHIL MADRASHA,22.4355576,90.5036864,✅ Valid
ADABARIA FATEMA ZAHURA GIRL'S DAKHIL MADRASHA,23.6418487,90.5090433,✅ Valid
CHAR ALGI RASHIDIA GIRLS DAKHIL MADRASHA,22.3607755,90.3468346,✅ Valid
PURBA KHAZUR BARIA DAKHIL MADRASHA,22.2670808,90.2981634,✅ Valid
CHANDPARA DHALI ACIA KHATUN ALIM  MADRASAH,22.358831,90.3280074,✅ Valid
NAZIRPUR IBRAHIM SELIM SMRITI WOMENDAKHIL MADRASA,22.935175,90.0753925,✅ Valid
SOUTH JAUTA GIRLS DAKHIL MADRASHA,22.3607755,90.3468346,✅ Valid
MADABPUR DAKHIL MADRASHA,23.4300288,88.8897747,✅ Valid
NURAINPUR BALIKA DAKHIL MADRASHA,22.4210198,90.2697375,✅ Valid
PURBA INDRAKUL CHOWMUHANI GIRLS DAKHIL MADRASHA,22.4210198,90.2697375,✅ Valid
PURBA INDRAKUL FIROZA KAMAL GIRLS DAKHIL MADRASHA,22.4210198,90.2697375,✅ Valid
IDRIS MOLLA DEGREE COLLEGE,22.4149587,90.5583181,✅ Valid
KESHABPUR  MAHAVIDYALAYA,22.5186486,90.5027881,✅ Valid
GOVT. BAUPHAL   COLLEGE,22.4203348,90.5501186,✅ Valid
ENGRIEER  FARUK  TALUKDER  MOHLIA  COLLEGE,22.358831,90.3280074,✅ Valid
KALISHURI DEGREE COLLEGE,22.533088,90.5189474,✅ Valid
DR. EAKUB  SHARIF  DEDREE   COLLEGE,22.4149587,90.5583181,✅ Valid
NURAINPUR COLLAGE,22.4724389,90.5580853,✅ Valid
ABDUR RASHID KHAN COLLEGE,22.3715968,90.5106711,✅ Valid
KACHIPARA MD.ABDUL  RASHID  MIAH  COLLEGE,22.5040248,90.4677413,✅ Valid
DHAKIN ADAMPUR HIGH SCHOOL,22.3393992,90.544249,✅ Valid
KHARIZA BETAGI SECONDARY SCHOOL,22.415908,90.1662704,✅ Valid
CHANDPURA A B C HIGH SCHOOL,22.258177,90.4862807,✅ Valid
BARO GOPALDI ML HIGH SCHOOL,23.8024355,90.7115421,✅ Valid
ALI PURA UNION HIGH SCHOOL,22.2591879,90.5072695,✅ Valid
PASCHIM ALIPUR BRAJBASHI ROY  SECONDARY  SCHOOL,22.4753378,90.4824184,✅ Valid
BETAGI SHIKDARIA HIGH SCHOOL,22.3497347,90.5034493,✅ Valid
UTTER ADAMPUR JUNIOR GIRLS SCHOOL,22.3607755,90.3468346,✅ Valid
SHANKIPUR SECONDARY SCHOOL,22.3437734,90.5280184,✅ Valid
BANGLABAZAR SECONDARY GIRLS SCHOOL,23.7071895,90.4118753,✅ Valid
WEST BARA GOPALDI J/R GIRLS HIGH SCHOOL,23.8024355,90.7115421,✅ Valid
MORDONA P.M.S JR. HIGH SCHOOL,22.358831,90.3280074,✅ Valid
BIBI AYESHA JUNIOR HIGH SCHOOL,22.4753378,90.4824184,✅ Valid
EAST ALIPUR JUNIOR HIGH SCHOOL,22.3619306,90.3438287,✅ Valid
MARIUM MEMOIRIAL GIRLS HIGH SCHOOL,23.6316811,90.5111558,✅ Valid
KHALISHA KHALI RABEYA KHATUN JUNIOR GIRLS SCHOOL,22.7013657,90.3659129,✅ Valid
CHAR HOSNABAD ALIM MADRASAH,22.3720222,90.5041393,✅ Valid
ADAM PURA ISLAMIA FAZIL MADRASHA,23.4913024,90.4639437,✅ Valid
RAMBALLAV  DAKHIL MADRASHA,22.3343314,90.494737,✅ Valid
PURBA CHANDPUR SALEHIA ALIM MADRASHA,22.3650436,90.4699572,✅ Valid
DASHMINA ISLAMIA FAZIL MADRASAH,23.4913024,90.4639437,✅ Valid
MADHYA BETAGI SHARIATIA DAKHIL MADRASHA,22.3451518,90.5070726,✅ Valid
MADHYA BAGURA NURIA DAKHIL MADRASAHA,23.7000781,90.4063111,✅ Valid
SOUTH AROJBEGI DAKAHIL MADRASAH,22.2670808,90.2981634,✅ Valid
EAST ALIPURA ISLAMIA DHAKIL MADRASHA,25.6190048,89.3026351,✅ Valid
ADAMPURA BEGUM ROKEYA GIRLS DAKHIL MADRASAHA,24.3707344,89.2383533,✅ Valid
ALUTA PUR DAKHIL MADRASAH,23.1043429,90.3075036,✅ Valid
MACHUAKHALI MOHAMMADIA DAKHIL MADRASHA,23.6900858,90.4383204,✅ Valid
BARA GOPAIDI AJUFA KHANOM GIRLS DAKHIL MA:,22.4116138,90.3281647,✅ Valid
ZAFRABAD BETAGI SHARIATIA DAKHIL MADRASHA,22.2236862,89.8302866,✅ Valid
DAKKHIN KHALISHAKHALI K.B. ISLAMIA DAKAHIL MADRASAH,22.4681796,90.3799077,✅ Valid
RONGOPAL DI TALIMUL QURAN DAKHIL MADRASHA,22.9742386,90.2221344,✅ Valid
ABDUR RASHID TALUKDAR GOVT. DEGREE  COLLEGE,22.4149587,90.5583181,✅ Valid
LEBUKHALI HABIBULLAH SECONDARY SCHOOL,22.4611639,90.3415205,✅ Valid
CHAR BOYRA HIGH SCHOOL,22.4540484,90.4153347,✅ Valid
MURADIA  SECONDARY SCHOOL,22.4278633,90.4000863,✅ Valid
PANGASIA NOLDOANI HIGH SCHOOL,22.4601235,90.3195545,✅ Valid
DUMKI A K ML HIGH SCHOOL,22.4696508,90.3830503,✅ Valid
MOMOTAZ UDDIN HIGH SCHOOL,22.431573,90.3113734,✅ Valid
ANGARIA MADHYAMIK BIDDALAY,22.4808948,90.3624624,✅ Valid
JOYGUNNESA HIGH SCHOOL,22.4444603,90.4257901,✅ Valid
JALISHA HIGH SCHOOL,22.4702369,90.4040537,✅ Valid
SATANI AMIR UDDIN SHRITY HIGH SCHOOL,22.4679049,90.3606816,✅ Valid
ANGARIA UNION GIRLS HIGH SCHOOL,23.2153036,90.3183792,✅ Valid
DUMKI NASIMA KERAMAT ALI GIRLS HIGH SCHOOL,22.4696508,90.3830503,✅ Valid
MOKIMJAN ADARSA JONO'R GIRL'S SCHOOL,22.3607755,90.3468346,✅ Valid
UTTAR SREERAMPUR SECONDRY SCHOOL,22.421137,90.36789,✅ Valid
CHARGARABDI  ABUL KASEM  SECONDARY  SCHOOL,22.423387,90.4471409,✅ Valid
PANGASIA SECONDARY GIRLS SCHOOL,22.4313063,90.3080543,✅ Valid
JALISHA  SECODARY  GIRLS HIGH SCHOOL,22.3607755,90.3468346,✅ Valid
SABERA AZIZ GIRLS HIGH SCHOOL,22.3605625,90.3380625,✅ Valid
LATIF MOHSENA PUBLIC HIGH SCHOOL,22.3583252,90.3440513,✅ Valid
A. B. N SECONDARY,21.976556,90.287667,✅ Valid
SRIJANEE BIDYANIKETAN,22.464627,90.385133,✅ Valid
BASHBUNIA BEGUM MEHERUNNESA  HIGH SCHOOL,22.4495207,90.3145695,✅ Valid
BASIR UDDIN JR. GIRLS HIGH SCHOOL,22.3607755,90.3468346,✅ Valid
CHAR BOYRA MODEL BALIKA DAKHIL MADRASHA,22.359671,90.318448,✅ Valid
PANGASHIA NESARIA KAMIL MADRASA,22.3649255,90.345096,✅ Valid
JHATRA JALESHA HASANIA DIMUKI FAZIL MADRASA,22.2248632,90.4547503,✅ Valid
