INSTITUTE_NAME,Latitude,Longitude,Unnamed: 3
UMANANDA GIRLS HIGH SCHOOL,25.6002007,89.6275185,✅ Valid
DALDALIA GIRLS HIGH SCHOOL,25.7035838,89.55448,✅ Valid
MALATI BARI DIGOR HIGH SCHOOL,25.8072414,89.6294746,✅ Valid
HATIA BHABESH ADARSHA HIGH SCHOOL,25.6743427,89.6910223,✅ Valid
MODHUPUR ADORSHA GIRLS HIGH SCHOOL,25.8072414,89.6294746,✅ Valid
JANATAHAT ADORSHO HIGH SCHOOL,25.7298555,89.6752911,✅ Valid
UTTUR PANDUL JAMTOLA JUNIOR SCHOOL,25.7396402,89.595511,✅ Valid
TETUL TALA JUNIOR SCHOOL,25.8133074,89.6482885,✅ Valid
DHAKIA RAM ADARSH JR HIGH SCHOOL,25.8072414,89.6294746,✅ Valid
DHARANIBARI MODELJUNIOR HIGH SCHOOL,25.6930329,89.6353395,✅ Valid
CHAR KALA KATA G. M. DAKHIL MADRASHA,25.7040349,89.74269,✅ Valid
NIZAI KAHAMAR BALIKA DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
TABKPUR ABU BAKER FAZIL MADRASAH,25.8000412,89.5527815,✅ Valid
APUAR KHATA NASARIA ALIM MADRASAH,25.7107335,89.5851472,✅ Valid
SATDRAGAH NESARIA KAMIL( M.A) MADRASAH,25.6531422,89.5649671,✅ Valid
BAKARERHAT FAZIL  ( DEGRE) MADRASH,25.8111963,89.6362204,✅ Valid
KAMAL KHAMAR FAZIL ( DEGREE) MADRASHA,25.8000412,89.5527815,✅ Valid
KARPURA KARIMIA FAZIL  MADRASHA,25.7064767,89.5332499,✅ Valid
BALACHAR NASIRIA FAZIL MADRASA,25.8072414,89.6294746,✅ Valid
BOZRA DARUL ULUM FAZIL MADRASHA,25.8133074,89.6482885,✅ Valid
NURESWAR AMINIA ALIM MADRASH,25.4503771,89.807233,✅ Valid
HATIA  ISLAMIA  DAKHIL  MADRASHA,25.6743427,89.6910223,✅ Valid
ULIPUR BAHUMHUKI ALIM MADRASHA,25.6564202,89.6204562,✅ Valid
JADUPODDAR ISLAMIA DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
GORAI PIAR PIARIA DAKHIL MADRASA,25.9746649,89.5946416,✅ Valid
THETRANI DARUL ULUM DAKHIL MADRASA,25.8072414,89.6294746,✅ Valid
JUMMAHAT DARUL ULUM FAZIL MADRASAH,25.8000412,89.5527815,✅ Valid
NUTAN ANANTO PUR DAKHIL MADRASHA,25.6559508,89.6173288,✅ Valid
UTTAR PANDU GABTALA TOSEEN DI MUKHI D- MADRASHA,25.8133074,89.6482885,✅ Valid
MUSALLI PARA BAHAR ULLAH RABIA DAKHIL MADRASHA,25.8072414,89.6294746,✅ Valid
DHARANIBARI LATIF RAJIA FAZIL DEGREE MADRASAH,25.0392993,89.5009956,✅ Valid
RAJBALLOVE BALIKA DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
DALDALIA SIDDIQUEA DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
SADUA DAMARHAT ISLAMIA DAKHIL MADRASA,25.6245131,89.5876986,✅ Valid
PANCHPIR KERAMOTIA ALIM MADRASAH,25.4503771,89.807233,✅ Valid
ADARSA ETIM KHANA ALM MADRASHA,25.8133074,89.6482885,✅ Valid
NARIKEL BARI DAKHIL MADRASH,25.9746649,89.5946416,✅ Valid
BOZRA  PASCHIM  PARA    DAKHIL  MADRASHA,25.8072414,89.6294746,✅ Valid
DURGAPUR BAZAR DAKHIL MADRASAH,25.6555044,89.6161171,✅ Valid
DEL JANIA DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
MATIAL AL MOZADDADIA DINI DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
BARA MOHISH MURI DAKHIL MADRASA,25.9746649,89.5946416,✅ Valid
NAWRA NASIRIA DAKHIL MADRASAH,25.6563724,89.6679264,✅ Valid
SATDARGAH BALIKA ALIM MADRASHA,25.6547119,89.5628308,✅ Valid
DHAMSRENI INDARAR PAR BALIKA DAKHIL MADRASA,25.9746649,89.5946416,✅ Valid
DHORONI BARI MAJBIL P.U.BALIKA DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
VELUR KHAMAR KERAMATIA BALIKA DHAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
SADULLA SARKAR PARA MOSTAFA BIA ALIM MADRASHAH,25.5017418,89.8113792,✅ Valid
JOY SAYRA HAT DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
RAJBALLAV ISLAMIA DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
UNANANDA  ADARSHA DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
MOHIDEV  ASHRAFIA  DAKHIL  MADRASHA,25.9746649,89.5946416,✅ Valid
KASHIR KHAMAR MOFIZIA DAKHIL MADRASH,25.6371608,89.6122152,✅ Valid
DHAMSRENI REJA JELEKHA DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
TANURAM SIDDIQUIA DAKHIL MADRASAH,25.9746649,89.5946416,✅ Valid
NAGRAKURA  D.U.D. MADRASHA,25.8281684,89.6816208,✅ Valid
DIGHOL HILLA SIDDIQUIA D.S DAKHIL MADRASHA,25.8072414,89.6294746,✅ Valid
ULIPUR MADINATUL ULUM DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
BIRAHIM  DAKHIL  MADRASHA,25.9746649,89.5946416,✅ Valid
MUNSHIPARA  RAHMANIA  BALIKA  DAKHIL  MADRASHA,25.9746649,89.5946416,✅ Valid
BOZRA ALIFIA GIRLS DAKHIL MADRASAH,25.8133074,89.6482885,✅ Valid
KHAMAR ADARSHO BALIKA DAKHIL MADRASAH,25.8133074,89.6482885,✅ Valid
KARPURA KARIMIA BALIKA DAKHIL MADRASA,25.7064767,89.5332499,✅ Valid
MODHUPIR SARKER  PARA HARIKIYA DAKHIL MADRASHA,25.9746649,89.5946416,✅ Valid
GUNAIGACH RAHMANIA GIRLS DAKHIL MADRASHA,25.6411869,89.6025429,✅ Valid
MONDOLERHAT  COLLEGE,25.8133074,89.6482885,✅ Valid
ULIPUR GOVT.DEGREE COLLEGE,25.6579224,89.624476,✅ Valid
ULLIPUR WOMEN'S DEGREE COLLEE,25.8133074,89.6482885,✅ Valid
PANCHPIR DEGREE COLLEGE,25.7351534,89.6245469,✅ Valid
GUNAI GACHH COLLEGE,25.8133074,89.6482885,✅ Valid
"BOZRA COLLEGE,",25.5846584,89.5994245,✅ Valid
ULIPUR M.S. SCHOOL & COLLEGE,25.6612818,89.6193322,✅ Valid
KRISHNA MANGAL SCHOOL AND COLLEGE,25.8133074,89.6482885,✅ Valid
BOZRA L.K AMIN HIGH SCHOOL,25.8133074,89.6482885,✅ Valid
HAZRAT FATEMA (R) POURAO  GIRLS SCHOOL & COLLEGE,25.6452873,89.6145092,✅ Valid
ADITMARI GIRIJA SHANKAR MODEL SCHOOL AND COLLEGE,25.927289,89.3841989,✅ Valid
NAMURI  HIGH SCHOOL AND COLLEGE,25.9355856,89.3054688,✅ Valid
KUMARIRHAT S.C.BL HIGH SCHOOL AND COLLEGE,25.9188441,89.4456566,✅ Valid
GOBARDHAN HAIDARIA BL HIGH SCHOOL,25.8654465,89.3345537,✅ Valid
SAPTIBARI MULTILATERAL HIGH SCHOOL,25.9397029,89.412731,✅ Valid
BHELABHARI SCHOOL AND COLLEGE,25.9581842,89.4072093,✅ Valid
GANDHA MARUA SCHOOL AND COLLEGE,25.9953336,89.4243,✅ Valid
MAHISHA SHAHAR HIGH SCHOOL AND COLLEGE,25.9188441,89.4456566,✅ Valid
SARAL KHAN HIGH SCHOOL,25.8873873,89.3879679,✅ Valid
BHADAI ADARSHA HIGH SCHOOL,25.9158103,89.3558899,✅ Valid
HARIDAS  HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
HAZIGONJ  SCHOOL AND COLLEGE,25.9742737,89.3735942,✅ Valid
DEODOBA TARAK NATH SARKAR HIGH SCHOOL,25.911274,89.333368,✅ Valid
MOHISTULI ML  HIGH SCHOOL,26.0041873,89.395414,✅ Valid
BHADAI DAKSHIN PARA JUNIOR HIGH SCHOOL,25.9158103,89.3558899,✅ Valid
KISHAMATH BARAIBARI JUNIOR SCHOOL,25.902338,89.3191372,✅ Valid
PACHCHIM BHELABARHIGH SCHOOL,25.9620649,89.3928172,✅ Valid
MASOR DAILZORHIGH SHCOOL,25.9188441,89.4456566,✅ Valid
TALUK DULALI RAJKACHARI HIGH SCHOOL,26.0001462,89.3758033,✅ Valid
BALAPUKUR HIGH SCHOOL,25.9406914,89.4358759,✅ Valid
PALASHI HIGH SCHOOL,25.915593,89.3084607,✅ Valid
KISAMAT CHARITA BARI HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
MOHISKHOCHA GIRLS HIGH SCHOOL,25.8861354,89.3321823,✅ Valid
BURIR DIGHI MODEL HIGH SCHOOL,25.8414898,89.5270801,✅ Valid
NAMURI ADARSHA MULTILATERAL GIRLS HIGH SCHOOL AND COLLEGE,25.9188441,89.4456566,✅ Valid
SARPUKUR HIGH SCHOOL,25.9055092,89.3733984,✅ Valid
SHATI BARI  JUNIOR  SCHOOL,25.918814,89.4456736,✅ Valid
GOBDHA JUINIOR HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
MADHUPUR NAMITA AND NALINI BARMA GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
MANOSIKA JUNIOR HIGH SCHOOL,25.904612,89.4111364,✅ Valid
DR SHAFIA KHATUN JUNIOR HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
KALISTHAN JUNIOR HIGH  SCHOOL,25.9801261,89.3497377,✅ Valid
SAPTIBARI  JUNIOR   GIRLS  SCHOOL,25.9397029,89.412731,✅ Valid
MOHISHA SHAHAR N. U. JR. GIRLS SCHOOL,25.9188441,89.4456566,✅ Valid
ADITMARI SENIOR ALIM MADRASA,25.927289,89.3841989,✅ Valid
DAKSHIN BALAPARA FAZIL MADRASA,25.8831456,89.3250673,✅ Valid
MOHISHKOCHA D.S.D. MADRASAH,25.9923398,89.2847251,✅ Valid
BHELABARI KERAMOTIA DAKHIL MADRASA,25.9868838,89.3843206,✅ Valid
UTTAR GOBDHA DAKHIL MADRASA,25.9958592,89.4103643,✅ Valid
HAZIGANJ AL YASIN DARUL ULUM DAKHIL MADRASAH,23.2508859,90.8498709,✅ Valid
MODHUPUR DAKHIL MADRASA,25.9923398,89.2847251,✅ Valid
LALMONIRHAT ADARSA DAKHIL MADRASA,25.9214596,89.4666803,✅ Valid
ADITMARI GOVT. COLLEGE,25.9238536,89.343133,✅ Valid
SAPTI BARI  DEGREE COLLEGE,25.901754,89.4013035,✅ Valid
MOHISKHOCHA M.L. HIGH SCHOOL AND COLLEGE,25.8861354,89.3321823,✅ Valid
NAMURI COLLEGE,25.9326968,89.3096886,✅ Valid
ADITMARI KATESWAR BARMAN GIRL'S HIGH SCHOOL AND COLLEGE,25.927289,89.3841989,✅ Valid
DAWABARI A. A. M. S. P. J. H. SCHOOL,25.9188441,89.4456566,✅ Valid
KETKIBARI HIGH SCHOOL,26.07555,89.1721912,✅ Valid
DAKKHIN JAORANI ABDUL LATIF HIGH SCHOOL,26.0365897,89.2681019,✅ Valid
SHAH GARIBULLAH GIRLS HIGH SCHOOL,26.1255641,89.1422912,✅ Valid
NAWDABAS K.M.S.C. HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
ARAZZ RHENGJHARA HABIBUR RAHMAN HIGH SCHOOL,25.871263,89.5091607,✅ Valid
BHELAGURI B.L. HIGH SCHOOL,26.0379312,89.2423098,✅ Valid
SINDURNA LOKMAN HOSSAIN HIGH SCHOOL,26.1172122,89.133562,✅ Valid
ALHAJ SHAMSHER UDDIN HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
PURBABEJGRAM GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
KETKIBARI GIRLS HIGH SCHOOL,26.0773379,89.1725989,✅ Valid
MATIAN NESA GIRL'S HIGH SCHOOL,26.1150003,89.1434956,✅ Valid
NAZIR HOSSAIN KHANDKER JUNIOR SCHOOL,26.1217876,89.1437933,✅ Valid
PAIKERTARI HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
CHETONARHAT HIGH SCHOOL,26.0593906,89.221649,✅ Valid
BICHHANDAI AZIZUR RAHMAN HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
DHOWLAI BABUR BAZAR JUNIOR SCHOOL,26.073662,89.2054274,✅ Valid
UTTAR GOTAMARY AZIM BAZAR  HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
UTTAR  PARULIA ADDARSHA HIGH SCHOOL,26.0856019,89.1487866,✅ Valid
PRANNATH PATIKAPARA ADARSHA SCHOOL,26.0773668,89.1586932,✅ Valid
BHOWANIPUR SENIOR MADRASAH,25.9923398,89.2847251,✅ Valid
PATIKABARI JAHARIA DAKHIL MADRASHA,26.0831926,89.1444008,✅ Valid
UTTAR JAORANI HASENIA ALIM MADRASAH,26.0543206,89.2681019,✅ Valid
TANGBHANGA MOHILA DAKHIL MADRASHA,26.119919,89.1457382,✅ Valid
DAIKHAWA ESAN MIA & AWLAD MIA ALIM MADRASAH,26.0799999,89.2099999,✅ Valid
GAOCHULAKA ANSARIA ALIM  MADRASAH,26.1276178,89.1378824,✅ Valid
PASCHIM BEJGRAM DAKHIL MADRASH,26.1068846,89.1539296,✅ Valid
DHUBNI DAKHIL MADRASHA,26.142107,89.1158008,✅ Valid
MOULOVI ABUL HASHEM AHAMED ALIM MADRASHA,25.9923398,89.2847251,✅ Valid
BHELAGURI DAKHIL MADRASAH,26.0404361,89.2386,✅ Valid
ALIMUDDIN DEGREE COLLEGE,25.9188441,89.4456566,✅ Valid
HARRAM KISAMOT GORAL JUNIOR SCHOOL,26.0102777,89.3274391,✅ Valid
KALIGONJ KARIMUDDIN PUBLIC PTLOT HIGH SCHOOL,25.9923398,89.2847251,✅ Valid
TUSHBHANDER R.M.M.P GOVT HIGH SCHOOL,25.9685233,89.2229332,✅ Valid
KAKENA M.R.M. HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
BHOTEMARI S.S.C. HIGH SCHOOL,25.979856,89.1610748,✅ Valid
DALGRAM B.L HIGH SCHOOL KALIGANJ,25.992029,89.2399961,✅ Valid
SHAKATI  B.L  HIGH  SCHOOL,25.9188441,89.4456566,✅ Valid
CHAPARHAT HIGH SCHOOL,26.001964,89.2653027,✅ Valid
HAZRANIA BLLATERAL HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
LOHAKUCHI HIGH SCHOOL AND COLLEGE,26.0049733,89.3596072,✅ Valid
"TUSHBHANDAR  NASAR  UDDIN  GOVT,  GIRLS  SCHOOL",25.956526,89.2181911,✅ Valid
BANI NAGAR HIGH SCHOOL,25.9923398,89.2847251,✅ Valid
SHIAL KHOWA S.C.  SCHOOL AND COLLEGE,25.9852132,89.3112272,✅ Valid
DUHULI S. C. HIGH SCHOOL AND COLLEGE,25.9514484,89.3062896,✅ Valid
SONAR HAT HIGH SCHOOL AND COLLEGE,25.9188441,89.4456566,✅ Valid
BARAJAN S.C HIGH SCHOOL,25.9584098,89.2977814,✅ Valid
NITHAK SAYEDUL HAQUE PULIC HIGH SCHOOL,25.9792147,89.3215093,✅ Valid
CHAMTAHAI  BL  LATERIAL  HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
DAKSHIN GHANASHYAM  SCHOOL AND COLLEGE,25.9458021,89.21916,✅ Valid
AFJAL UDDIN PUBLIC HIGH SCHOOL,25.9776436,89.1779044,✅ Valid
KHANDOR CHARA HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
TALUK SHAKHATI HIGH SCHOOL,25.9686458,89.2656891,✅ Valid
BABUR ALI PUBLIC HIGH SCHOOL,25.9445618,89.207654,✅ Valid
GAGLAR PAR  HIGH  SCHOOL,25.9188441,89.4456566,✅ Valid
UTTAR BALAPARA ADARSHA HIGH SCHOOL,25.9923398,89.2847251,✅ Valid
TAPERHAT HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
CHAPER HAT GIRL'S HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
RUDRESSWAR HIGH SCHOOL AND COLLEGE,25.9188441,89.4456566,✅ Valid
UTTAR DAL GRAM  ADARSHA  HIGH  SCHOOL AND COLLEGE,25.9188441,89.4456566,✅ Valid
SUNDRHAABI HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
GOPALRAY PANCHAPATHY HIGH SCHOOL,25.9297693,89.381502,✅ Valid
"A,M, RATH BARI  GIRLS HIGH SCHOOL",25.9188441,89.4456566,✅ Valid
DR. CHANDANA HIGH SCHOOL,25.9889924,89.185445,✅ Valid
BURIR HAT ADARSA JR. SCHOOL,25.9923398,89.2847251,✅ Valid
LATABAR JUNIOR SCHOOL,26.026413,89.2644116,✅ Valid
KAKINA GIRLS HIGH SCHOOL AND COLLEGE,25.9271862,89.2609755,✅ Valid
DAKSHIN GORAL ADARSHA HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
ISHORKOL HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
SHAKHATI JABBARIA DAHIL MADRASAH,25.9686458,89.2656891,✅ Valid
KAKINA HAT MOSTAFABIA KAMIL MADRASAH,25.9229582,89.2661743,✅ Valid
CHALBALA DALGRAM EDRAMIA FAZIL MADRASAH,25.9569145,89.294221,✅ Valid
MONIRABAD SUFIA EKRAMIA ALIM MADRASAH,26.1276178,89.1378824,✅ Valid
KASHIRAM EKRAMIA ALIM MADRASAH,26.1276178,89.1378824,✅ Valid
LATABAR EKRAMIA RAHMANIA ALIM MADRASHA,26.1276178,89.1378824,✅ Valid
KARIMPUR NESABIA DAKHIL MADRASAH,25.9923398,89.2847251,✅ Valid
UTTAR DALGRAM B. A. A. D MADRASHA,25.9188441,89.4456566,✅ Valid
DARUS SALAM GIRLS DAKHIL MADRASHA,25.9570568,89.2364877,✅ Valid
SHIAL KHOWA KARIMIA DAKHIL MADRASAH,25.9684384,89.3202265,✅ Valid
NOWDABAS DAKHIL MADRASAH,26.028681,89.3004574,✅ Valid
BAIRATI DAKHIL MADRASHA,25.9543673,89.2060204,✅ Valid
RUDDRASWAR PACHIMPARA D S D MADRASHA,25.9188441,89.4456566,✅ Valid
UTTARAN COLLEGE,26.0104485,89.1694811,✅ Valid
UTTAR BANGLA COLLEGE,25.9217615,89.2516259,✅ Valid
KARIM UDDIN PUBLIC DEGREE  COLLEGE,25.9656958,89.2050398,✅ Valid
"SHAMSUDDIN KAMARUDDIN DEGREE COLLEGE , CHAPARHAT",26.0000192,89.2615657,✅ Valid
TUSHBHANDER MOMEN'S COLLEGE,25.9659247,89.231046,✅ Valid
CHANDRAPUR HIGH SCHOOL & COLLEGE,26.0100971,89.2894733,✅ Valid
FAKIRER TOKEYA JUNIOR GIRL'S SCHOOL,25.8473611,89.4831987,✅ Valid
CHURCH OF GOD HIGH SCHOOL,25.9114779,89.4364279,✅ Valid
KABI SHEKH FAZLAL KARIM KINDER GARDEN AND GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
LALMONIRHAT GOVT. GIRLS HIGH SCHOOL,25.9170651,89.4488868,✅ Valid
GIAS UDDIN HIGH SCHOOL,25.9141864,89.4374071,✅ Valid
LALMONIRHAT GOVT. HIGH SCHOOL,25.9172992,89.4501353,✅ Valid
"KHUNIAGACH S,C, BL HIGH SCHOOL",25.9923398,89.2847251,✅ Valid
KALMATI B.L HIGH SCHOOL,25.8738601,89.3680555,✅ Valid
TEESTA KHALILUR RAHMAN KHADEM HIGH SCHOOL,25.9923398,89.2847251,✅ Valid
KASHIPUR BIOLETERAL HIGH SCHOOL,25.8950384,89.4627327,✅ Valid
BARABARI SHAHID ABUL KASHEM HIGH SCHOL,25.8728197,89.5079866,✅ Valid
MOHENDRO NAGOR HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
BANGLADESH RAILWAY GOVT CHILDREN PARK HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
SINDURMATI BL  HIGH SCHOOL,25.8084864,89.5155495,✅ Valid
LOHAKHUCHI HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
DEUTIRHAT HIGH SCHOOL,25.8290816,89.4955286,✅ Valid
MOGAL HAT HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
SAKOA  TAZ  MAHMUD HIGH  SCHOOL,25.8956788,89.5002027,✅ Valid
KISHMOT HARATIBL HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
KAZIR CHOWRA B.L HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
HIRMANIK HIGH SCHOOL,25.8636359,89.4172287,✅ Valid
FAKIRER TOKEYA .HIGH SCHOOL,25.8473611,89.4831987,✅ Valid
RAJPUR HIGH SCHOOL,25.833212,89.4032631,✅ Valid
HARIDEB DOYES UDDIN HIGH SCHOOL,25.8498301,89.4966603,✅ Valid
TISTA GIRLS HIGH SCHOOL,25.9923398,89.2847251,✅ Valid
KALAMATI ADARSHA HIGH SCHOOL,25.866667,89.35,✅ Valid
TRAILOKYA NATH GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
MOSTAFIHAT HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
DURAKUTI HIGH SCHOOL,25.9651023,89.4373037,✅ Valid
BHATIBARI HIGH SCHOOL,25.9288316,89.4689005,✅ Valid
KURSHAMARI HIGH SCHOOL,25.843371,89.4339494,✅ Valid
SELIMNAGAR SOFIA KHATUN GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
HARIN CHARA JR. SCHOOL,24.3821639,89.4470334,✅ Valid
BURIRHAT HIGH SCHOOL,25.8176269,89.2374848,✅ Valid
"BORDER GUARD PUBLIC SCHOOL,LALMONIRHAT",25.9144432,89.4267808,✅ Valid
HARATI KESHORGHAT HIGH SCHOOL,25.8805678,89.412731,✅ Valid
KHOLAHATI HIGH SCHOOL,25.8731361,89.3779304,✅ Valid
HARINCHARA TALPOTTI JUNIOR HIGH SCHOOL,24.6978454,89.3899451,✅ Valid
TAJPUR JR. HIGH SCHOOL,25.8361599,89.4008958,✅ Valid
HABIBA KHATUN  GIRLS HIGH SCHOOL,25.8685471,89.5075913,✅ Valid
ITAPOTA ADARSHA HIGH SCHOOL,25.9915753,89.4517199,✅ Valid
PURBA SAPTANA HIGH  SCHOOL,25.9176722,89.4496778,✅ Valid
CHAR GOKUNDA HIGH SCHOOL,25.7928716,89.4595416,✅ Valid
NAYA HAT DI-MUKHI HIGH SCHOOL,25.8578682,89.5196576,✅ Valid
KADAMTALA HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
BATRISH HAZARI HIGH SCHOOL,25.9257734,89.4417125,✅ Valid
FULLGACH HIGH SCHOOL,25.9338102,89.443597,✅ Valid
MOSTAFIHAT GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
BISHBARI ABATONNESA GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
GOKUNDA HIGH SCHOOL,25.8195508,89.4515733,✅ Valid
CHAR KULAGHAT HIGH SCHOOL,25.9264482,89.5058134,✅ Valid
ANANDA BAZAR GIRL'S JUNIOR HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
AIR  KHAMAR  JUNIOR   SCHOOL,25.8617623,89.5273507,✅ Valid
KULAGHAT HIGH SCHOOL,25.9259768,89.4932344,✅ Valid
SINDURMOTI KRISNOKANT JUNIOR GIRL SCHOOL,25.8139721,89.5178575,✅ Valid
BURIR DIGHEE ADOURSHA JUNIOR SCHOOL,25.8414898,89.5270801,✅ Valid
2 NO FULGACHH ADARSHO JUNIOR HIGH SCHOOL,25.9384295,89.4659462,✅ Valid
BARA BASURIA  JR. SCHOOL,25.8780907,89.5474046,✅ Valid
SONATOLA JUNIOR SECONDARY SCHOOL,25.9188441,89.4456566,✅ Valid
KHALAI GHAT JUNIOR SCHOOL,26.1095512,89.1228667,✅ Valid
BANGLA BAZAR JUNIOR GIRL'S HIGH SCHOOL,25.902889,89.4479078,✅ Valid
HAZRAT FATEMATUJ JAHRA (R) MOHILA DAKHIL MADRASHA,26.119919,89.1457382,✅ Valid
LALMONIRHAT NESARIA KAMIL MADRASHA,25.919451,89.4526265,✅ Valid
HARIBHANGA ISLAMIA DAKHIL MADRASHA,25.8895231,89.4340256,✅ Valid
TISTA MOSTAZQUE AHMMAD MADRASHA,25.9923398,89.2847251,✅ Valid
KHEDABAG EKRAMEA FAZIL MADRASHA,25.9188441,89.4456566,✅ Valid
ITAPOTA DAKHIL MADRASHA,25.9546938,89.4671279,✅ Valid
KHUNIAGACH AMDADULLAH M M DAKHIL MADRASHA,25.9923398,89.2847251,✅ Valid
ASHRAF PUR MASHUDIA DARUSSANNAT ALIM MADRASHA,26.1276178,89.1378824,✅ Valid
ASHRAFPUR ADARSHA GIRLS DAKHIL MADRASHA,25.9923398,89.2847251,✅ Valid
MOGALHAT MADINATUL ULUM DAKHIL MADRASHA,25.9915874,89.4517624,✅ Valid
BOLIRAM TETULTALA  ISLAMIA DAKHIL MADRASHA,25.9923398,89.2847251,✅ Valid
MOSTAFI BHURI DHOYA DAKHIL MADRASHA,25.8320015,89.4730361,✅ Valid
NAYAHAT DAKHIL MADRASHA,25.9923398,89.2847251,✅ Valid
KHALAIGHAT DARUL ULUM DAKHIL MADRASHA,25.8124788,89.3961607,✅ Valid
RATIPUR ISLAMIA DAKHIL MADRASHA,25.8185822,89.4434862,✅ Valid
NARIKEL BARI MATH MOHILA DAKHIL MADRASAH,25.9923398,89.2847251,✅ Valid
TISTA DEGREE COLLEGE,25.8063268,89.4473538,✅ Valid
MOHENDRA NAGAR COLLEGE,25.9188441,89.4456566,✅ Valid
BEGUM KUMRUNNESSA DEGREE COLLEGE,25.962699,89.4390589,✅ Valid
LALMONIRHAT GOVT.COLLEGE,25.912201,89.4387406,✅ Valid
MAJIDA KHATUN GOVT. MOHILA COLLEGE,25.912201,89.4387406,✅ Valid
LALMONIRHAT ADARSHA DEGREE COLLEGE,25.9214596,89.4666803,✅ Valid
SHAHID ABUL KASHEM COLLEGE,25.8687745,89.50995,✅ Valid
JAGAT BER HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
MIRZARKOTE HAJI MOHIUDDIN HIGH SCHOOL,25.9923398,89.2847251,✅ Valid
BHANDERDHA JANATA HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
DHABAL GURI HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
KACHUARPER HIGH SHCOOL,25.9188441,89.4456566,✅ Valid
ALIMUDDIN SABUR UDDIN GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
LALITAR HAT JUNIOR HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
KAUWAMARI  GIRLS HIGH SCHOOL,25.9188441,89.4456566,✅ Valid
MADINATUL ULUM D.S. MOHILA MADRALHA,25.9188441,89.4456566,✅ Valid
AHSAN ULLAH MEMORIAL GOVT. HIGH SCHOOL,24.6117305,88.9691211,✅ Valid
BHAWANIPUR G.S. HIGH SCHOOL,24.6506903,88.9439308,✅ Valid
KALIGRAM RATHINDRA NATH INSTITUTION,24.6159634,89.0872238,✅ Valid
PANCHUPUR DIMUKHI HIGH SCHOOL,24.6040378,88.9892448,✅ Valid
BANDAI KHARA HIGH SCHOOL,24.8061878,88.9347378,✅ Valid
DWIP CHANDPUR R.M. HIGH SCHOOL,24.6669355,88.8587007,✅ Valid
SAMASPARA HIGH SCHOOL,24.5565066,89.0563902,✅ Valid
PAIKARA BARAIKURI HIGH SCHOOL,24.6581024,88.8682959,✅ Valid
SUDRANA SECONDARY SCHOOL,24.5438792,89.0846777,✅ Valid
